"patient_id","viral process","transcription initiation from RNA polymerase II promoter","transcription by RNA polymerase II","T cell receptor signaling pathway","T cell costimulation","spermatogenesis","signal transduction","response to drug","regulation of transcription, DNA-templated","regulation of transcription by RNA polymerase II","regulation of signal transduction by p53 class mediator","regulation of megakaryocyte differentiation","regulation of gene expression","regulation of cell population proliferation","regulation of cell cycle","regulation of apoptotic process","Ras protein signal transduction","protein ubiquitination","protein transport","protein phosphorylation","protein deubiquitination","protein autophosphorylation","positive regulation of transcription, DNA-templated","positive regulation of transcription by RNA polymerase II","positive regulation of protein phosphorylation","positive regulation of protein kinase B signaling","positive regulation of MAPK cascade","positive regulation of kinase activity","positive regulation of gene expression","positive regulation of ERK1 and ERK2 cascade","positive regulation of cell population proliferation","positive regulation of cell migration","positive regulation of apoptotic process","phosphorylation","peptidyl-tyrosine phosphorylation","peptidyl-serine phosphorylation","nucleosome assembly","Notch signaling pathway","nervous system development","negative regulation of transcription, DNA-templated","negative regulation of transcription by RNA polymerase II","negative regulation of neuron apoptotic process","negative regulation of gene expression, epigenetic","negative regulation of gene expression","negative regulation of cell population proliferation","negative regulation of cell growth","negative regulation of canonical Wnt signaling pathway","negative regulation of apoptotic process","multicellular organism growth","multicellular organism development","MAPK cascade","male gonad development","intracellular signal transduction","interleukin-7-mediated signaling pathway","innate immune response","in utero embryonic development","immune system process","immune response","hemopoiesis","heart development","G1/S transition of mitotic cell cycle","G protein-coupled receptor signaling pathway","Fc-epsilon receptor signaling pathway","double-strand break repair via nonhomologous end joining","DNA repair","cytokine-mediated signaling pathway","chromatin remodeling","chromatin organization","cellular response to hypoxia","cellular response to DNA damage stimulus","cell surface receptor signaling pathway","cell population proliferation","cell migration","cell division","cell differentiation","cell cycle arrest","cell cycle","brain development","blood coagulation","axon guidance","apoptotic process","animal organ morphogenesis","angiogenesis","adaptive immune response"
"P-0000520-T01-IM3",1.58607439229945,-0.902989149795777,1.38021033351242,4.69091373578868,1.26916835910324,0.74885249732198,0.136334944825697,1.09371438629823,-0.443314951881065,0.145849450923451,0.0570824647251019,-0.358332428166315,3.07866082848338,1.90206874197992,-0.127964891318159,-0.484168926039663,1.29100435082032,-0.526052436559778,-0.173448310588548,1.95479298333557,1.64107542341754,0.28163726790646,1.4923574398442,1.06652163357425,-0.176237339514112,-1.33812051038737,-0.847789790821208,-1.1111280953093,1.72390042521525,2.35775198723564,1.29321522295448,1.0795708724385,-0.0566307954653519,1.17793332617536,1.40879941161523,1.14895555936198,-0.330856873161273,0.69246947868222,-1.02417620925138,-0.951146655601488,-0.20454452618588,0.188638494300366,-0.0921525576036301,1.76097073746716,-0.625616485190442,-0.223129048523776,-0.409431815780879,1.36298742701627,-0.156685411192497,-1.38705197504497,2.42973839792832,0.899207799982376,3.30676104704596,-0.261364393459495,-0.382911912546108,0.811279516482355,-0.503129227867006,-0.557759972816863,-0.6770303360229,2.20670862136775,1.65152636396616,-0.890076562004373,1.24584004360648,-0.408853378203756,-0.594423957485891,1.68801811832445,0.870999077813645,0.301401399519618,1.97750182047074,3.01765609723238,1.51214371940637,1.04558179252249,-0.742818738576087,-0.266759893896116,0.700523403198467,1.57676949321435,0.813007897985385,-0.918659379616961,-0.0651582686435269,0.600828339041565,0.773030833842634,5.11355062832664,-1.14522173999262,-0.22772815986085
"P-0000625-T01-IM3",-0.0960790814392736,-0.780839508626392,-0.273574123033286,1.5423664352643,-0.592988021562876,1.28168105792482,-0.301278258458825,1.76411804750017,-0.97363053155921,-0.640720160409227,2.84938471601923,-0.14721313468174,-0.921289397135335,-0.571042426204143,0.180623912830841,-0.200707709980628,1.90494482804796,1.8357377092514,0.0764016755207531,-0.138143908860633,-1.81534399275134,0.795972388402531,-1.01505674010666,-0.952880917025401,0.224261536848268,-1.24624496359511,-0.724526242346929,-0.988889767901609,-0.0138108615824875,-1.00127064947675,-0.319044252610204,-1.93229901119528,-1.42461836675296,-0.0337087478490879,-1.10447410415108,-0.410294217122293,-0.0790740732111718,-1.24902952185827,-0.869691856855693,-0.701779685190556,-0.735809523835189,0.542809724488375,0.177909082600136,-0.478174582322506,-0.257071376006882,2.55346437327735,-0.218251770029121,-0.464453623144953,0.104567125501124,0.0773396719994996,0.0878158364129592,-0.722133969479492,-0.771785763203564,-0.0190723497598615,-0.131461282878034,-0.396190993907299,-0.142376693694323,-0.331681777231475,-0.552380318332088,-0.524933606309656,-0.115568621106844,-0.804094195121034,-0.690543177967914,-0.203229871702465,1.23118149882326,0.830382130727056,-0.711731367170604,-0.549942279482784,0.223023485746528,1.73395422786755,-0.108839614555546,-0.80812684158693,-2.82039104442568,-0.0189034187356435,0.130842490526229,0.332037368895233,1.52258021703331,-0.854082889373586,0.246195372597856,-1.30333472199314,1.49338453273942,-0.404101342844596,-1.12267326592685,0.129980017230351
"P-0000674-T01-IM3",-0.111994830401107,-0.910187597852598,2.38293414309173,4.49968996338517,2.19715602935562,-1.00741045818688,-0.351185783150552,2.05634877621294,0.144676096054153,-0.746857116290766,0.433018628100688,-0.171599372147593,0.944597094764199,3.28063314557616,2.75785121260757,-0.233955462549694,2.22050387810526,-0.361572885966282,0.0890578111710542,1.10676952660194,0.341838854706284,-1.0237428710631,0.182005520021771,0.0637940670381737,-1.6901591075543,0.589700207177054,-0.844545893000465,-1.15270192202587,-0.0160986666135172,3.83567688446523,-0.371894760298178,-0.105195356154378,2.47368193316028,1.2343605508072,0.643264038050734,-0.478260518031797,-0.0921728984680941,-1.45593450073632,-1.01375856794946,0.966736555146596,0.46592099456508,6.27665911029222,0.207380183429545,-0.557385441732988,1.35486817636329,0.0167496947908654,-0.254405741634842,2.62266367794505,0.121888940970273,-1.28237806003794,0.102362757410591,-0.841757333929663,1.16751193708914,-0.0222317339498747,-0.15323818524996,-0.461821059323291,-0.165961762170305,-0.386625723640533,-0.643883550319041,-0.611890219284094,-0.134712862848626,1.88467129028959,5.11447189959417,-0.236895426900414,-0.273655228422001,0.967937083762254,-0.82963151357562,-0.64104164401281,0.259967904433319,0.502892806225272,-0.126869178914606,-0.941995148270798,1.90406579392143,-0.0220348190634773,0.152516888340624,0.387040219985399,0.0660144430211228,-0.995563934531777,0.286978274423465,1.24070147521481,0.0990198994136446,2.28889519522252,4.3352845441191,0.151511544106996
"P-0000678-T01-IM3",-0.519520674396973,-0.0108476233246937,1.55235501582267,0.130417111319846,-0.904569626696165,3.19347652442856,0.799145985704135,1.02717654315629,-0.750721222890339,0.64728130475613,2.08085130415526,-0.679778462021319,0.415357293043767,0.532803517265398,1.60843198184427,0.942007535086987,-0.91073294242173,0.226487467311447,-0.552422542881262,0.744589079562913,0.499591379214999,-0.494834069321281,-0.611811002469135,0.570882146235644,-1.62739581572178,-0.601258414353299,-1.03914355551396,-1.30244646383245,0.940663230185763,0.960123279125947,-0.713916515501584,-0.860076241716445,0.224023341595617,0.813728866451496,0.207607415950006,3.51441946189351,-0.713661010148809,-1.24964208545197,-0.346869325644583,-0.561761219650792,0.597982214222082,-0.34607025368173,0.779155588744324,-0.399942327554397,0.960524446408523,1.97707825387466,-0.701007609357369,0.713417339479212,0.696720521666626,-1.23531537366613,0.0114524068229192,1.15319773299784,3.23601907433343,0.591393994884097,0.316614716920108,-0.108096766693554,0.492434039040072,-0.902983759513416,-0.869498809141279,1.70740316324277,-0.663821064528969,0.195530566711687,-0.939170275718592,0.498528772864199,1.07576188028982,-0.457782710064615,-1.05812626377733,-0.59058078014032,3.36268731876428,0.379235846127839,0.466594123886008,0.193497021703952,-0.973049398792298,-0.643255348217688,0.24399299043127,-0.580062084715481,0.483471634414035,0.25875238941174,-0.536552720895879,-0.0969855775408415,1.10818644813978,0.356471368021007,1.25568536407752,0.135189185232509
"P-0000695-T01-IM3",-0.235085213190702,2.81136839406651,1.60405207637518,-0.730671991865113,-0.573835795642843,-0.81124893733658,0.504359428401411,-0.19498067276041,1.73355856872737,1.58300589516629,0.224723508883878,-0.204744191268154,1.9861637027256,0.807444816316615,0.0556037865582103,1.24754180973367,1.49639335699852,1.424276899526,-0.0175993458128839,-1.20367771359856,0.145446209359063,-0.849804879415526,-0.0460156523772749,0.675835166660792,-1.32316863688275,0.301696714520961,-0.692084026393982,-0.92875760783133,-1.28644089564114,0.85207699423902,-0.42688550928638,-1.71135558892555,1.64131575246547,-1.12049937638289,-1.03843307927062,-0.433663166464763,-0.157664112521706,0.885504220881315,2.17799850682981,-0.715146019985776,1.09032827941776,-1.63984799833324,0.0664465097017046,2.08130142176844,0.817736170447605,-0.0689607019606881,-2.36387947892848,0.587904881196445,2.0553722997176,1.83952325239198,-0.0485777861467867,1.11752405215427,-0.754792646153187,-0.100596293100217,-0.204519727420214,1.06454849297554,-0.251972894492054,-0.375292740218842,1.56409696282972,0.979090042310955,-0.178543244044024,-0.750576767327322,-0.652612476367553,-0.253074589280206,-0.334431262306149,-0.849773948991487,1.09180902352305,-0.597705453413092,0.103800223263744,-0.87887482731607,-0.178692499693285,-0.753915708119584,-2.4274130570712,-0.102362386169423,-0.0482466211928988,0.172641035731519,-0.0931596618143156,1.31429400338358,0.113442007563169,-1.16584268615948,1.09071965852084,1.53912000112331,-1.01435308991606,-0.00673025192594977
"P-0000699-T01-IM3",0.0976132756612492,-0.707659321923027,-0.177205527993399,-0.711096677819008,-0.52431096118169,1.48621521603662,-0.0870311421522966,0.0320880451107433,0.37228846460612,2.41954153261182,0.501582132517381,-0.0501463929099366,-0.827649284612997,1.34893891976791,0.312821237497614,-0.0703055434567858,-0.570659820939113,2.07555759625108,0.185144332445376,0.0955613719118065,0.437020596331721,1.00420195966618,0.391284248161903,0.319975243914471,0.396081051375118,0.68864765064619,1.71652783879958,1.07508732823991,0.179645517697142,-0.942128871040609,-0.130314661728253,-1.91217520890185,-1.36661768153264,0.205532642260838,0.746234285230659,-0.315730186593471,0.034327926283556,-1.2196283470856,1.15406022995682,1.05443085040865,0.657440033499029,-1.88878569034496,0.293116354357446,-0.341131159755753,-0.0876225593925063,2.81996158938297,-2.82907461259991,-0.299696941399334,0.21766877991022,1.55872996245931,0.249223881774602,1.67704886637703,3.10043261795695,0.0886600483894436,-0.0169247042523128,1.65771653466044,0.0208162836729032,-0.223479575077049,-0.483682358843279,1.54418623653168,-0.016486562446201,-0.746356807301731,-0.63064427755693,-0.107225755086055,-0.0697968849998335,-0.783538748354399,-0.634149949767245,-0.402071773054934,0.3411039196517,-0.724086005674027,2.46350223614403,1.8244656353913,-2.88157293849206,0.0912882918485301,0.340332151984368,-1.6505913780602,0.240159892470801,-0.804599201748598,0.378012542801643,1.24356565269394,0.277624846614059,-0.318441400782179,-1.08522494908051,0.285162104762901
"P-0000714-T01-IM3",0.208237416212926,-0.993731101126301,-0.591347379534412,2.43229843500307,1.01273408145422,0.514886094588756,-1.02297338545151,-0.56087416353827,-0.735317408873211,-1.13203599305236,-0.0942567890890555,1.33879321059606,1.33564314375447,1.52285529829033,-0.282860083381048,-0.639110126683294,-0.82099970503724,0.920147213021744,-0.301271196109318,0.656247455848209,-0.215568368168064,0.0405568792703131,-1.51674956627529,-0.122961814805418,-1.60222164036084,1.1340615869034,0.691707057343714,0.156343993845755,-0.678277130095741,1.98428447239094,-0.952122808679088,-0.558313550312088,-0.256267655136581,0.743818520574642,1.06764504449555,-0.715083289570809,2.79269488973054,0.482593469848778,-1.13486982773095,-1.10558623692495,-0.506258182052747,1.79322258203055,1.63018018726766,1.37792628630346,-0.826930933553399,-0.346644319904613,-0.516793534136968,-0.0151792969040618,1.52295623724099,0.147664187959978,0.766636568368752,-0.943176439449183,0.221242488330686,1.38223760911834,-0.518747639737101,0.541441018800321,-0.696414572897948,-0.687260488196008,-0.76118967821617,-0.876263040661743,-0.450506578336619,0.808038508207493,0.994956454133537,-0.523238174383748,0.281929573986237,0.0776315523225054,0.626441843318697,1.07855506397478,-0.194025630774985,0.572066806420201,-0.470853399378497,-0.965686111729433,4.04532861674551,-0.396832531235515,-0.59592322258556,-0.208902370343583,-0.577186228224259,0.875336400491396,1.44190106283484,0.395530664893854,-0.581735110091725,1.05326904614687,2.34579089489339,-0.410019989730527
"P-0000721-T01-IM3",0.656483994962213,0.87763696473486,-0.377319126384472,2.82199400388195,3.22165912813974,-0.847730500752236,0.301594890685434,-1.72982945229758,-1.10316877530919,-1.83462528770286,-1.78513587431487,-0.268828753197184,0.405521476520339,-1.9787639977012,-0.0358423500187994,-0.363697705584047,-0.641955247931355,2.90270749076889,-0.0920316309546617,-0.459805814980712,-3.21891812417148,-0.908965641188487,-2.01973773364744,-1.11838733697219,-0.0556835988396232,0.172479004457078,-0.733089966557792,-0.970942463235607,-1.34387897572965,0.707036761038915,-0.551128065904215,-1.70384332913678,-2.69148639504655,-0.377356900580854,-1.08652204445285,-0.493176794456789,-0.233549515486495,2.62209412138404,-0.884174271195615,-1.97881038702137,-0.907479679882549,2.13521478249199,-0.0134711142437056,-0.613819000600767,-1.56789058955821,-2.10514487167291,-2.28517938913552,-1.69264887557266,-1.99171142311883,0.645188071143077,-0.158778693897384,-0.734521665546241,-0.813745746596424,-0.173300715374372,-0.280600093871122,-1.92495382998099,-0.360864409448683,-0.444896367425572,-0.578670387247529,-0.614628693573543,-0.244337837617334,1.0927936338385,3.24460809268567,-0.315827359451745,-0.443514264846163,0.418455661067134,-0.729693603059907,-0.691769544611347,-1.94365936510039,-1.97692560767241,-0.249824705253058,-0.783980569924869,-0.631650717872816,-0.176733112035638,-0.191459586937223,-3.04133200236882,-1.35254284657238,-0.812169700805093,0.0215360563494555,0.6616646808303,-1.29680991475007,-0.474852715566851,0.846232942989321,-0.113178563577337
"P-0000737-T01-IM3",-0.0777259581815894,2.84329090323229,-0.0729573273472238,-0.937655877127092,0.0183513992023123,2.1596583327775,0.825123676676415,0.506845656485742,0.762457407899551,0.346057380982777,-1.96546260316843,-0.604807529232735,0.484392888637166,0.48871311167675,-0.100545432170585,2.11755387415476,-2.26080737355033,0.355394499049155,-1.26429222323943,-0.0468520549343487,0.479138778435949,-0.68202172973498,-0.229770789984969,0.170681745550073,-1.37074695222709,-1.17364981183728,-0.324612916760952,-0.909827764553222,0.499996235985954,0.801527779928522,-0.367922234324326,0.456811985181956,-0.105347116344482,-0.322205627633037,-0.788978668299602,0.388378681394737,-0.126682835521357,3.46311651160701,0.165432748095349,1.40556712702444,2.11808510080733,-1.18411880581025,-0.454542602184194,2.12290631801749,1.97025223159302,-1.28331463825621,0.202595371122776,-0.0543858673539781,-1.2874555632259,-0.225565757022609,-1.38557120429484,0.962883119252314,0.0948461999618292,-0.614034856547515,-1.56396514424267,0.310633382242853,-1.24005057432666,-0.454102584203827,-0.678488306245384,1.45325711856564,-0.59510363258141,-0.854764449005531,-0.720856412419123,-1.41289436028662,-0.0547017783753645,-1.65535951025584,0.890315975877487,-0.224770539379326,-0.440708118535626,-1.5790828798096,-0.0224409355755108,-1.59838805310529,0.398476479645001,0.0654137957965938,1.16517039080265,-0.295922701638012,-0.414881020405362,2.34348171573864,-0.667798548996604,-1.78059896755886,-0.999717160147466,-0.0527084447937423,1.27470314455288,-1.23068485017494
"P-0000754-T01-IM3",-0.432074245294235,1.03856044960651,-0.446504348938151,3.33943473124327,1.54299957590816,-1.00317033737563,-0.677905422460463,1.37236265922399,-0.300076673433279,-0.919055144502435,0.156924534299847,-0.318121184505911,2.06580487292847,0.758977163985313,-0.0424144021346276,-0.430385304869579,-0.759664140992813,-0.495738581124058,-0.108906547767356,0.451987025776498,0.0531825974487082,-1.07563355114011,-1.31743800428876,-0.400637862538532,-1.59923387391878,0.204104749018569,-0.86750931861706,-1.14897444123114,0.895691791654811,0.836678998194595,-1.80769608466689,-0.329219052341617,0.063297914222849,0.554154731693543,0.231193610371085,-0.583605675202249,-0.276373146933612,0.88567504488753,-1.04629643636403,-0.939360687626013,1.00604862661882,2.5267276944987,2.30948426991376,-0.726368832280831,-0.555426612135149,-0.165718718604499,-0.378764359243785,0.48297145449399,-0.0875287003110732,-0.314900494504674,-0.187892349967073,-0.869203533884752,0.661193443072116,-0.205077128822521,-0.332050917817098,-0.61264154945443,-0.427032495648398,-0.52647255066495,-0.684775370343852,-0.727326990530356,-0.2891396154541,1.29316823845189,1.51411387819376,-0.373737453651276,-0.524837025802221,0.495183677261778,-0.863490198020361,-0.818612385467036,0.0253767651204372,0.0464215464246321,-0.295632554958318,-0.927731221336968,1.2920628641422,-0.20913888962225,0.974278926848695,0.077829933176453,-0.257960050321911,-0.961089110324503,0.0254849069305083,0.782987494857246,-0.244678986013934,1.60654871692518,1.00139818747076,-0.133930981257391
